2024-11-06 00:33:28,835 INFO    MainThread:25444 [wandb_setup.py:_flush():79] Current SDK version is 0.18.5
2024-11-06 00:33:28,836 INFO    MainThread:25444 [wandb_setup.py:_flush():79] Configure stats pid to 25444
2024-11-06 00:33:28,836 INFO    MainThread:25444 [wandb_setup.py:_flush():79] Loading settings from C:\Users\barbo\.config\wandb\settings
2024-11-06 00:33:28,836 INFO    MainThread:25444 [wandb_setup.py:_flush():79] Loading settings from c:\Users\barbo\brain classifier repo\brain_classifier\src\wandb\settings
2024-11-06 00:33:28,836 INFO    MainThread:25444 [wandb_setup.py:_flush():79] Loading settings from environment variables: {}
2024-11-06 00:33:28,836 INFO    MainThread:25444 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-11-06 00:33:28,838 INFO    MainThread:25444 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-11-06 00:33:28,838 INFO    MainThread:25444 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-11-06 00:33:28,838 INFO    MainThread:25444 [wandb_init.py:_log_setup():534] Logging user logs to c:\Users\barbo\brain classifier repo\brain_classifier\src\wandb\run-20241106_003328-j7e8m761\logs\debug.log
2024-11-06 00:33:28,839 INFO    MainThread:25444 [wandb_init.py:_log_setup():535] Logging internal logs to c:\Users\barbo\brain classifier repo\brain_classifier\src\wandb\run-20241106_003328-j7e8m761\logs\debug-internal.log
2024-11-06 00:33:28,839 INFO    MainThread:25444 [wandb_init.py:_jupyter_setup():480] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x00000137C5B0C8B0>
2024-11-06 00:33:28,839 INFO    MainThread:25444 [wandb_init.py:init():621] calling init triggers
2024-11-06 00:33:28,839 INFO    MainThread:25444 [wandb_init.py:init():628] wandb.init called with sweep_config: {}
config: {}
2024-11-06 00:33:28,839 INFO    MainThread:25444 [wandb_init.py:init():671] starting backend
2024-11-06 00:33:28,839 INFO    MainThread:25444 [wandb_init.py:init():675] sending inform_init request
2024-11-06 00:33:28,844 INFO    MainThread:25444 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn, using: spawn
2024-11-06 00:33:28,846 INFO    MainThread:25444 [wandb_init.py:init():688] backend started and connected
2024-11-06 00:33:28,855 INFO    MainThread:25444 [wandb_run.py:_label_probe_notebook():1342] probe notebook
2024-11-06 00:33:28,859 INFO    MainThread:25444 [wandb_run.py:_label_probe_notebook():1352] Unable to probe notebook: 'charmap' codec can't decode byte 0x81 in position 994809: character maps to <undefined>
2024-11-06 00:33:28,860 INFO    MainThread:25444 [wandb_init.py:init():783] updated telemetry
2024-11-06 00:33:28,918 INFO    MainThread:25444 [wandb_init.py:init():816] communicating run to backend with 90.0 second timeout
2024-11-06 00:33:30,478 INFO    MainThread:25444 [wandb_init.py:init():867] starting run threads in backend
2024-11-06 00:33:30,737 INFO    MainThread:25444 [wandb_run.py:_console_start():2463] atexit reg
2024-11-06 00:33:30,739 INFO    MainThread:25444 [wandb_run.py:_redirect():2311] redirect: wrap_raw
2024-11-06 00:33:30,739 INFO    MainThread:25444 [wandb_run.py:_redirect():2376] Wrapping output streams.
2024-11-06 00:33:30,739 INFO    MainThread:25444 [wandb_run.py:_redirect():2401] Redirects installed.
2024-11-06 00:33:30,740 INFO    MainThread:25444 [wandb_init.py:init():911] run started, returning control to user process
2024-11-06 00:33:30,740 INFO    MainThread:25444 [wandb_run.py:_config_callback():1390] config_cb None None {'batch_size': 32, 'num_heads': 3, 'in_channels': 8, 'out_channels': 32, 'num_classes': 2, 'learning_rate': 0.0005, 'num_epochs': 80}
2024-11-06 00:33:30,742 INFO    MainThread:25444 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-06 00:33:30,742 INFO    MainThread:25444 [wandb_init.py:_pause_backend():445] pausing backend
2024-11-06 00:33:30,769 INFO    MainThread:25444 [wandb_init.py:_resume_backend():450] resuming backend
2024-11-06 00:33:30,777 INFO    MainThread:25444 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-06 00:33:30,777 INFO    MainThread:25444 [wandb_init.py:_pause_backend():445] pausing backend
2024-11-06 00:33:30,911 INFO    MainThread:25444 [wandb_init.py:_resume_backend():450] resuming backend
2024-11-06 00:33:32,453 INFO    MainThread:25444 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-06 00:33:32,462 INFO    MainThread:25444 [wandb_init.py:_pause_backend():445] pausing backend
2024-11-06 00:33:34,314 INFO    MainThread:25444 [wandb_init.py:_resume_backend():450] resuming backend
2024-11-06 00:33:36,901 INFO    MainThread:25444 [wandb_run.py:_config_callback():1390] config_cb ('_wandb', 'visualize', 'confusion_matrix') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/confusion_matrix/v1', 'fieldSettings': {'Actual': 'Actual', 'Predicted': 'Predicted', 'nPredictions': 'nPredictions'}, 'stringSettings': {'title': ''}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'confusion_matrix_table'}], 'fields': []}]}]}}} None
2024-11-06 00:33:39,612 INFO    MainThread:25444 [wandb_run.py:_config_callback():1390] config_cb ('_wandb', 'visualize', 'confusion_matrix') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/confusion_matrix/v1', 'fieldSettings': {'Actual': 'Actual', 'Predicted': 'Predicted', 'nPredictions': 'nPredictions'}, 'stringSettings': {'title': ''}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'confusion_matrix_table'}], 'fields': []}]}]}}} None
2024-11-06 00:33:42,245 INFO    MainThread:25444 [wandb_run.py:_config_callback():1390] config_cb ('_wandb', 'visualize', 'confusion_matrix') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/confusion_matrix/v1', 'fieldSettings': {'Actual': 'Actual', 'Predicted': 'Predicted', 'nPredictions': 'nPredictions'}, 'stringSettings': {'title': ''}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'confusion_matrix_table'}], 'fields': []}]}]}}} None
