Epoch [1/80], Train Loss: 0.6880, Val Loss: 0.6869, Train Accuracy: 0.6000, Val Accuracy: 0.5556, Train F1: 0.5184, Val F1: 0.3968
Epoch [2/80], Train Loss: 0.6856, Val Loss: 0.6844, Train Accuracy: 0.5760, Val Accuracy: 0.5556, Train F1: 0.4293, Val F1: 0.3968
Epoch [3/80], Train Loss: 0.6817, Val Loss: 0.6825, Train Accuracy: 0.5680, Val Accuracy: 0.5556, Train F1: 0.4115, Val F1: 0.3968
Epoch [4/80], Train Loss: 0.6807, Val Loss: 0.6804, Train Accuracy: 0.5680, Val Accuracy: 0.5556, Train F1: 0.4115, Val F1: 0.3968
Epoch [5/80], Train Loss: 0.6780, Val Loss: 0.6786, Train Accuracy: 0.5680, Val Accuracy: 0.5926, Train F1: 0.4115, Val F1: 0.4749
Epoch [6/80], Train Loss: 0.6752, Val Loss: 0.6769, Train Accuracy: 0.5680, Val Accuracy: 0.5926, Train F1: 0.4115, Val F1: 0.4749
Epoch [7/80], Train Loss: 0.6742, Val Loss: 0.6752, Train Accuracy: 0.5680, Val Accuracy: 0.5926, Train F1: 0.4115, Val F1: 0.4749
Epoch [8/80], Train Loss: 0.6713, Val Loss: 0.6736, Train Accuracy: 0.5680, Val Accuracy: 0.5926, Train F1: 0.4115, Val F1: 0.4749
Epoch [9/80], Train Loss: 0.6696, Val Loss: 0.6720, Train Accuracy: 0.5680, Val Accuracy: 0.5926, Train F1: 0.4115, Val F1: 0.4749
Epoch [10/80], Train Loss: 0.6677, Val Loss: 0.6705, Train Accuracy: 0.5680, Val Accuracy: 0.5926, Train F1: 0.4115, Val F1: 0.4749
