Epoch [1/80], Train Loss: 0.7001, Val Loss: 0.6974, Train Accuracy: 0.4320, Val Accuracy: 0.4444, Train F1: 0.2606, Val F1: 0.2735
Epoch [2/80], Train Loss: 0.6966, Val Loss: 0.6945, Train Accuracy: 0.4320, Val Accuracy: 0.4444, Train F1: 0.2606, Val F1: 0.2735
Epoch [3/80], Train Loss: 0.6926, Val Loss: 0.6918, Train Accuracy: 0.4960, Val Accuracy: 0.5556, Train F1: 0.4141, Val F1: 0.5444
Epoch [4/80], Train Loss: 0.6897, Val Loss: 0.6893, Train Accuracy: 0.6640, Val Accuracy: 0.6296, Train F1: 0.6518, Val F1: 0.5437
Epoch [5/80], Train Loss: 0.6868, Val Loss: 0.6869, Train Accuracy: 0.5680, Val Accuracy: 0.5926, Train F1: 0.4115, Val F1: 0.4749
Epoch [6/80], Train Loss: 0.6831, Val Loss: 0.6848, Train Accuracy: 0.5680, Val Accuracy: 0.5926, Train F1: 0.4115, Val F1: 0.4749
Epoch [7/80], Train Loss: 0.6806, Val Loss: 0.6829, Train Accuracy: 0.5680, Val Accuracy: 0.5926, Train F1: 0.4115, Val F1: 0.4749
Epoch [8/80], Train Loss: 0.6790, Val Loss: 0.6809, Train Accuracy: 0.5680, Val Accuracy: 0.5926, Train F1: 0.4115, Val F1: 0.4749
Epoch [9/80], Train Loss: 0.6761, Val Loss: 0.6792, Train Accuracy: 0.5680, Val Accuracy: 0.5926, Train F1: 0.4115, Val F1: 0.4749
Epoch [10/80], Train Loss: 0.6754, Val Loss: 0.6775, Train Accuracy: 0.5680, Val Accuracy: 0.5556, Train F1: 0.4115, Val F1: 0.3968
